sc_no	t_no	m_no	p_no	sc_theater	sc_date	sc_time
19607	76	1	1	10관	2022-09-05	20:40
19608	76	26	1	1관	2022-09-05	16:31
19609	76	26	1	1관	2022-09-05	18:50
19610	76	32	1	1관	2022-09-05	21:10
19611	76	18	1	1관	2022-09-05	15:00
19612	92	22	1	2관	2022-09-05	16:00
19613	92	22	1	2관	2022-09-05	18:20
19614	92	22	1	2관	2022-09-05	20:40
19615	92	22	1	2관	2022-09-05	23:00
19617	92	22	1	4관	2022-09-05	16:31
19618	92	22	1	4관	2022-09-05	18:50
19619	92	22	1	4관	2022-09-05	21:10
19620	92	22	1	4관	2022-09-05	23:31
19621	92	22	1	5관	2022-09-05	15:31
19622	92	22	1	5관	2022-09-05	17:50
19623	92	22	1	6관	2022-09-05	14:40
19624	92	22	1	6관	2022-09-05	17:10
19625	92	22	1	6관	2022-09-05	19:31
19626	92	22	1	6관	2022-09-05	21:50
19627	92	22	1	7관	2022-09-05	15:10
19628	92	22	1	7관	2022-09-05	17:40
19629	92	22	1	7관	2022-09-05	20:00
19631	92	22	1	7관	2022-09-05	22:20
19632	92	1	1	1관	2022-09-05	17:00
19633	92	1	1	1관	2022-09-05	19:40
19634	92	1	1	1관	2022-09-05	22:20
19635	92	1	1	3관	2022-09-05	14:50
19636	92	1	1	3관	2022-09-05	17:31
19637	92	1	1	3관	2022-09-05	20:10
19638	92	1	1	3관	2022-09-05	22:50
19639	92	9	1	5관	2022-09-05	20:00
19640	92	9	1	5관	2022-09-05	22:50
19641	121	22	1	1관	2022-09-05	14:05
19642	121	22	1	1관	2022-09-05	16:25
19643	121	22	1	1관	2022-09-05	18:45
19644	121	22	1	1관	2022-09-05	21:05
19645	121	22	1	4관	2022-09-05	16:00
19646	92	22	1	4관	2022-09-05	14:10
19647	121	22	1	4관	2022-09-05	20:40
19648	121	22	1	5관	2022-09-05	14:50
19649	121	22	1	5관	2022-09-05	17:10
19650	121	22	1	5관	2022-09-05	19:31
19651	121	22	1	5관	2022-09-05	21:50
19652	121	22	1	8관	2022-09-05	15:20
19653	121	22	1	8관	2022-09-05	17:40
19654	121	22	1	8관	2022-09-05	20:00
19655	121	22	1	9관	2022-09-05	14:31
19656	121	22	1	9관	2022-09-05	16:50
19657	121	22	1	9관	2022-09-05	19:10
19658	121	22	1	9관	2022-09-05	21:31
19659	121	1	1	2관	2022-09-05	15:31
19660	121	1	1	2관	2022-09-05	18:05
19661	121	1	1	2관	2022-09-05	20:40
19662	121	1	1	3관	2022-09-05	14:40
19663	121	1	1	3관	2022-09-05	17:15
19664	121	1	1	3관	2022-09-05	19:50
19665	121	1	1	6관	2022-09-05	16:20
19666	121	1	1	6관	2022-09-05	18:55
19667	121	1	1	6관	2022-09-05	21:31
19668	121	26	1	7관	2022-09-05	17:05
19669	121	4	1	7관	2022-09-05	15:00
19670	121	10	1	7관	2022-09-05	19:25
19671	121	10	1	7관	2022-09-05	21:45
19672	122	22	2	IMAX	2022-09-05	14:50
19674	122	22	2	IMAX	2022-09-05	19:20
19675	122	22	2	IMAX	2022-09-05	21:35
19676	122	22	2	IMAX	2022-09-05	23:50
19677	122	22	1	6관	2022-09-05	15:31
19678	122	22	1	6관	2022-09-05	17:45
19679	122	22	1	6관	2022-09-05	20:00
19680	122	22	1	6관	2022-09-05	22:15
19681	122	22	1	8관	2022-09-05	15:10
19682	122	22	1	8관	2022-09-05	17:25
19683	122	22	1	8관	2022-09-05	19:40
19684	122	22	1	8관	2022-09-05	21:55
19685	122	22	1	10관	2022-09-05	15:45
19686	122	22	1	10관	2022-09-05	18:00
19687	122	22	1	10관	2022-09-05	20:15
19688	122	22	1	10관	2022-09-05	22:31
19689	122	22	1	11관	2022-09-05	14:31
19690	122	22	1	11관	2022-09-05	16:45
19691	122	22	1	11관	2022-09-05	19:00
19692	122	22	1	11관	2022-09-05	21:15
19693	122	22	1	11관	2022-09-05	23:31
19694	122	22	1	12관	2022-09-05	18:10
19695	122	22	1	12관	2022-09-05	20:25
19696	122	22	1	12관	2022-09-05	22:40
19697	122	22	1	13관	2022-09-05	14:10
19698	122	22	1	13관	2022-09-05	16:25
19699	122	22	1	13관	2022-09-05	18:40
19700	122	22	1	13관	2022-09-05	20:55
19701	122	22	1	13관	2022-09-05	23:10
19702	122	22	1	14관	2022-09-05	16:05
19703	122	22	1	14관	2022-09-05	18:20
19704	122	22	1	14관	2022-09-05	20:35
19705	122	22	1	14관	2022-09-05	22:50
19706	122	25	1	1관	2022-09-05	19:55
19707	122	1	5	2관	2022-09-05	17:10
19708	122	1	5	2관	2022-09-05	19:50
19709	122	1	3	4DX	2022-09-05	15:20
19710	122	1	3	4DX	2022-09-05	18:00
19711	122	1	3	4DX	2022-09-05	20:40
19712	122	1	3	4DX	2022-09-05	23:20
19713	122	1	1	3관	2022-09-05	14:25
19714	122	1	1	3관	2022-09-05	17:00
19715	122	1	1	3관	2022-09-05	19:35
19716	122	1	1	3관	2022-09-05	22:10
19717	122	1	1	5관	2022-09-05	15:55
19718	122	1	1	5관	2022-09-05	18:31
19719	122	1	1	5관	2022-09-05	21:05
19720	122	1	1	5관	2022-09-05	23:40
19721	122	26	1	12관	2022-09-05	15:50
19722	122	4	1	2관	2022-09-05	14:55
19723	122	6	1	1관	2022-09-05	17:40
19724	122	11	1	7관	2022-09-05	15:45
19725	122	11	1	7관	2022-09-05	20:25
19726	122	10	1	2관	2022-09-05	22:31
19727	122	29	1	1관	2022-09-05	15:35
19728	122	16	1	7관	2022-09-05	18:10
19729	122	14	1	1관	2022-09-05	22:15
19731	122	34	1	7관	2022-09-05	22:50
19732	123	22	1	1관	2022-09-05	19:10
19733	123	22	1	1관	2022-09-05	21:31
19734	123	22	1	3관	2022-09-05	15:31
19735	123	22	1	3관	2022-09-05	17:50
19736	123	22	1	3관	2022-09-05	20:10
19737	123	22	1	4관	2022-09-05	16:00
19738	123	22	1	4관	2022-09-05	18:20
19739	123	22	1	4관	2022-09-05	20:40
19740	123	1	1	2관	2022-09-05	16:10
19741	123	1	1	2관	2022-09-05	18:45
19742	123	1	1	2관	2022-09-05	21:20
19743	123	1	1	5관	2022-09-05	20:20
19744	123	4	1	5관	2022-09-05	15:20
19745	123	9	1	5관	2022-09-05	17:31
19746	124	22	1	2관	2022-09-05	15:31
19747	124	22	1	2관	2022-09-05	17:40
19748	124	22	1	2관	2022-09-05	19:50
19749	124	22	1	2관	2022-09-05	22:00
19750	124	22	1	3관	2022-09-05	16:31
19751	124	22	1	3관	2022-09-05	18:40
19752	124	22	1	3관	2022-09-05	20:50
19753	124	22	1	3관	2022-09-05	23:00
19754	124	22	1	4관	2022-09-05	14:50
19755	124	22	1	4관	2022-09-05	17:00
19756	124	22	1	4관	2022-09-05	19:10
19757	124	22	1	4관	2022-09-05	21:20
19758	124	22	1	4관	2022-09-05	23:31
19759	124	22	1	5관	2022-09-05	16:00
19760	124	22	1	5관	2022-09-05	18:10
19761	124	22	1	5관	2022-09-05	20:20
19762	124	22	1	5관	2022-09-05	22:31
19763	124	22	1	6관	2022-09-05	15:10
19764	124	22	1	6관	2022-09-05	17:20
19765	124	22	1	6관	2022-09-05	19:31
19766	124	22	1	6관	2022-09-05	21:40
19767	124	22	1	1관	2022-09-05	15:31
19768	124	22	1	1관	2022-09-05	18:00
19769	124	22	1	1관	2022-09-05	20:31
19770	124	22	1	1관	2022-09-05	23:00
19771	125	22	1	1관	2022-09-05	15:10
19772	125	22	1	1관	2022-09-05	17:25
19773	125	22	1	1관	2022-09-05	19:40
19774	125	22	1	1관	2022-09-05	21:55
19775	125	22	1	4관	2022-09-05	15:40
19776	125	22	1	4관	2022-09-05	17:55
19777	125	22	1	4관	2022-09-05	20:10
19778	125	22	1	4관	2022-09-05	22:25
19779	125	22	1	5관	2022-09-05	16:45
19780	125	22	1	5관	2022-09-05	19:00
19781	125	22	1	5관	2022-09-05	21:15
19782	125	22	1	6관	2022-09-05	16:15
19783	125	22	1	6관	2022-09-05	18:31
19784	125	22	1	6관	2022-09-05	20:45
19785	125	22	1	6관	2022-09-05	23:00
19786	125	1	1	2관	2022-09-05	15:00
19787	125	1	1	2관	2022-09-05	17:35
19788	125	1	1	2관	2022-09-05	20:05
19789	125	1	1	2관	2022-09-05	22:40
19790	125	1	1	3관	2022-09-05	15:50
19791	125	1	1	3관	2022-09-05	18:25
19792	125	10	1	3관	2022-09-05	21:00
19793	126	22	1	1관	2022-09-05	16:35
19794	126	22	1	1관	2022-09-05	18:50
19795	126	22	1	1관	2022-09-05	21:05
19796	126	22	1	2관	2022-09-05	16:00
19797	126	22	1	2관	2022-09-05	18:15
19798	126	22	1	2관	2022-09-05	20:31
19799	126	22	1	2관	2022-09-05	22:45
19800	126	22	1	3관	2022-09-05	15:31
19801	126	22	1	3관	2022-09-05	17:45
19802	126	22	1	3관	2022-09-05	20:00
19803	126	22	1	3관	2022-09-05	22:15
19804	126	22	1	4관	2022-09-05	14:50
19805	126	22	1	4관	2022-09-05	17:05
19806	126	22	1	4관	2022-09-05	19:20
19807	126	22	1	4관	2022-09-05	21:35
19808	126	1	1	5관	2022-09-05	17:10
19809	126	1	1	5관	2022-09-05	22:10
19810	126	1	1	6관	2022-09-05	15:31
19811	126	1	1	6관	2022-09-05	18:05
19812	126	1	1	6관	2022-09-05	20:40
19813	126	4	1	5관	2022-09-05	15:00
19814	126	10	1	5관	2022-09-05	19:50
19815	145	22	1	1관	2022-09-05	15:31
19816	145	22	1	1관	2022-09-05	17:40
19817	145	22	1	1관	2022-09-05	19:50
19819	145	22	1	2관	2022-09-05	15:00
19820	145	22	1	2관	2022-09-05	17:10
19821	145	22	1	2관	2022-09-05	19:20
19822	145	22	1	2관	2022-09-05	21:31
19823	145	22	1	2관	2022-09-05	23:40
19824	145	22	1	3관	2022-09-05	15:50
19825	145	22	1	3관	2022-09-05	18:00
19826	145	22	1	3관	2022-09-05	20:10
19827	145	22	1	3관	2022-09-05	22:20
19828	145	22	1	4관	2022-09-05	16:31
19829	145	22	1	4관	2022-09-05	18:40
19831	145	22	1	4관	2022-09-05	20:50
19832	145	22	1	5관	2022-09-05	16:10
19833	145	22	1	5관	2022-09-05	18:20
19834	145	22	1	5관	2022-09-05	20:31
19835	145	22	1	5관	2022-09-05	22:40
19836	145	22	1	6관	2022-09-05	14:40
19837	145	22	1	6관	2022-09-05	16:50
19838	145	22	1	6관	2022-09-05	19:00
19839	145	22	1	6관	2022-09-05	21:10
19840	145	22	1	6관	2022-09-05	23:20
19841	145	1	1	7관	2022-09-05	16:45
19842	145	1	1	7관	2022-09-05	19:20
19843	145	1	1	7관	2022-09-05	21:55
19844	145	1	1	8관	2022-09-05	15:55
19845	145	1	1	8관	2022-09-05	18:31
19846	145	1	1	8관	2022-09-05	21:05
19847	145	1	1	8관	2022-09-05	23:40
19848	145	22	1	1관	2022-09-05	22:00
19849	145	1	1	9관	2022-09-05	17:40
19850	145	1	1	9관	2022-09-05	20:15
19851	145	1	1	9관	2022-09-05	22:50
19852	157	22	1	2관	2022-09-05	15:20
19853	157	22	1	2관	2022-09-05	17:31
19854	157	22	1	2관	2022-09-05	19:40
19855	157	22	1	2관	2022-09-05	22:00
19856	157	22	1	1관	2022-09-05	16:31
19857	157	22	1	1관	2022-09-05	18:40
19858	157	22	1	1관	2022-09-05	20:50
19859	157	22	1	4관	2022-09-05	14:50
19860	157	22	1	4관	2022-09-05	17:00
19861	157	22	1	4관	2022-09-05	19:10
19862	157	22	1	4관	2022-09-05	21:20
19863	157	22	1	7관	2022-09-05	16:00
19864	157	22	1	7관	2022-09-05	18:10
19865	157	22	1	7관	2022-09-05	20:20
19866	157	22	1	7관	2022-09-05	22:31
19867	157	1	1	3관	2022-09-05	16:00
19868	157	1	1	3관	2022-09-05	18:40
19869	157	1	1	3관	2022-09-05	21:20
19870	157	1	1	5관	2022-09-05	15:31
19871	157	1	1	5관	2022-09-05	18:00
19872	157	1	1	5관	2022-09-05	20:31
19873	157	1	1	6관	2022-09-05	14:40
19874	157	1	1	6관	2022-09-05	17:10
19875	157	1	1	6관	2022-09-05	19:40
19876	157	1	1	6관	2022-09-05	22:10
19877	194	22	1	자동차	2022-09-05	20:10
19878	16	22	1	1관	2022-09-05	15:40
19879	16	22	1	1관	2022-09-05	18:00
19880	16	22	1	1관	2022-09-05	20:20
19881	16	22	1	2관	2022-09-05	21:40
19882	16	22	1	3관	2022-09-05	16:00
19883	16	22	1	3관	2022-09-05	18:20
19884	16	22	1	3관	2022-09-05	20:40
19885	16	22	1	3관	2022-09-05	23:00
19886	16	22	1	5관	2022-09-05	16:20
19887	16	22	1	5관	2022-09-05	18:40
19888	16	22	1	6관	2022-09-05	16:45
19889	16	22	1	6관	2022-09-05	19:00
19890	16	22	1	6관	2022-09-05	21:15
19891	16	22	1	6관	2022-09-05	23:31
19892	16	22	1	7관	2022-09-05	15:10
19893	16	22	1	7관	2022-09-05	17:25
19894	16	22	1	7관	2022-09-05	19:40
19895	16	22	1	7관	2022-09-05	22:00
19896	16	22	1	8관	2022-09-05	14:50
19897	16	22	1	8관	2022-09-05	22:31
19898	16	1	5	8관	2022-09-05	17:10
19899	16	1	5	8관	2022-09-05	19:50
19900	16	1	1	2관	2022-09-05	16:20
19901	16	1	1	2관	2022-09-05	19:00
19902	16	1	1	4관	2022-09-05	15:20
19903	16	1	1	4관	2022-09-05	18:00
19904	16	1	1	4관	2022-09-05	20:40
19905	16	1	1	4관	2022-09-05	23:20
19906	16	1	1	5관	2022-09-05	21:31
19907	16	10	1	1관	2022-09-05	22:40
19908	127	22	1	2관	2022-09-05	16:20
19909	127	22	1	2관	2022-09-05	18:40
19910	127	22	1	2관	2022-09-05	21:00
19911	127	22	1	3관	2022-09-05	16:00
19912	127	22	1	3관	2022-09-05	18:20
19913	127	22	1	3관	2022-09-05	20:40
19914	127	22	1	3관	2022-09-05	23:00
19915	127	22	1	6관	2022-09-05	15:20
19916	127	22	1	6관	2022-09-05	17:40
19917	127	22	1	6관	2022-09-05	20:00
19918	127	22	1	6관	2022-09-05	22:20
19919	127	22	1	7관	2022-09-05	15:00
19920	127	22	1	7관	2022-09-05	17:20
19921	127	22	1	7관	2022-09-05	19:40
19922	127	22	1	7관	2022-09-05	22:00
19923	127	22	1	8관	2022-09-05	14:40
19924	127	22	1	8관	2022-09-05	17:00
19925	127	22	1	8관	2022-09-05	19:20
19926	127	22	1	8관	2022-09-05	21:40
19927	127	22	1	10관	2022-09-05	15:40
19928	127	22	1	10관	2022-09-05	18:00
19929	127	22	1	10관	2022-09-05	20:20
19931	127	22	1	10관	2022-09-05	22:40
19932	127	1	5	4관	2022-09-05	19:50
19933	127	1	1	1관	2022-09-05	16:00
19934	127	1	1	1관	2022-09-05	18:40
19935	127	1	1	1관	2022-09-05	21:20
19936	127	1	1	5관	2022-09-05	16:45
19937	127	1	1	5관	2022-09-05	19:25
19938	127	1	1	5관	2022-09-05	22:05
19939	127	1	1	9관	2022-09-05	15:31
19940	127	1	1	9관	2022-09-05	18:10
19941	127	1	1	9관	2022-09-05	20:50
19942	127	2	1	4관	2022-09-05	15:00
19943	128	22	1	1관	2022-09-05	16:31
19944	128	22	1	1관	2022-09-05	19:31
19945	129	22	1	1관	2022-09-05	16:40
19946	129	22	1	2관	2022-09-05	16:20
19947	129	22	1	2관	2022-09-05	18:50
19948	129	1	1	1관	2022-09-05	19:10
19949	158	22	1	3관	2022-09-05	15:20
19950	158	22	1	3관	2022-09-05	17:40
19951	158	22	1	3관	2022-09-05	20:00
19952	158	22	1	3관	2022-09-05	22:20
19953	158	22	2	IMAX	2022-09-05	16:20
19954	158	22	2	IMAX	2022-09-05	18:40
19955	158	22	2	IMAX	2022-09-05	21:00
19956	158	22	2	IMAX	2022-09-05	23:20
19957	158	22	1	4관	2022-09-05	15:40
19958	158	22	1	4관	2022-09-05	20:20
19959	158	22	1	4관	2022-09-05	22:40
19960	158	22	1	7관	2022-09-05	16:00
19961	158	22	1	7관	2022-09-05	18:20
19962	158	22	1	7관	2022-09-05	20:40
19963	158	22	1	7관	2022-09-05	23:00
19964	158	22	1	10관	2022-09-05	16:40
19965	158	22	1	10관	2022-09-05	19:00
19966	158	22	1	10관	2022-09-05	21:20
19967	158	22	1	11관	2022-09-05	17:00
19968	158	22	1	11관	2022-09-05	19:20
19969	158	22	1	12관	2022-09-05	17:20
19970	158	22	1	12관	2022-09-05	19:40
19971	158	22	1	12관	2022-09-05	22:00
19972	158	25	1	8관	2022-09-05	17:00
19973	158	1	5	5관	2022-09-05	17:31
19974	158	1	5	5관	2022-09-05	20:15
19975	158	1	1	2관	2022-09-05	16:00
19976	158	1	1	2관	2022-09-05	18:40
19977	158	1	1	2관	2022-09-05	21:20
19978	158	1	1	3관	2022-09-05	15:20
19979	158	1	1	3관	2022-09-05	18:00
19980	158	1	1	3관	2022-09-05	20:40
19981	158	1	1	3관	2022-09-05	23:20
19982	158	1	1	6관	2022-09-05	17:00
19983	158	1	1	6관	2022-09-05	19:40
19984	158	1	1	6관	2022-09-05	22:20
19985	158	1	1	11관	2022-09-05	21:40
19986	158	26	1	4관	2022-09-05	18:00
19987	158	2	1	5관	2022-09-05	23:00
19988	158	14	1	8관	2022-09-05	19:20
19989	158	18	1	5관	2022-09-05	15:40
19990	36	22	1	1관	2022-09-05	15:20
19991	36	22	1	1관	2022-09-05	17:31
19992	36	22	1	1관	2022-09-05	19:40
19993	36	22	1	3관	2022-09-05	16:31
19994	36	22	1	3관	2022-09-05	18:40
19995	36	22	1	3관	2022-09-05	20:50
19996	36	22	1	4관	2022-09-05	16:00
19997	36	22	1	4관	2022-09-05	18:10
19998	36	22	1	4관	2022-09-05	20:20
19999	36	22	1	5관	2022-09-05	17:00
20000	36	22	1	5관	2022-09-05	19:10
20001	36	22	1	5관	2022-09-05	21:20
20002	36	1	1	2관	2022-09-05	15:45
20003	36	1	1	2관	2022-09-05	18:15
20004	36	1	1	2관	2022-09-05	20:45
20005	46	22	1	1관	2022-09-05	15:31
20006	46	22	1	1관	2022-09-05	17:40
20007	46	22	1	1관	2022-09-05	19:50
20008	46	22	1	1관	2022-09-05	22:00
20009	46	22	1	2관	2022-09-05	16:20
20010	46	22	1	2관	2022-09-05	18:31
20011	46	22	1	2관	2022-09-05	20:40
20012	46	22	1	3관	2022-09-05	15:55
20013	46	22	1	3관	2022-09-05	18:05
20014	46	22	1	3관	2022-09-05	20:15
20015	46	22	1	3관	2022-09-05	22:25
20016	46	22	1	4관	2022-09-05	16:45
20017	46	22	1	4관	2022-09-05	18:55
20018	46	22	1	4관	2022-09-05	21:05
20019	46	22	1	5관	2022-09-05	17:10
20020	46	22	1	5관	2022-09-05	19:20
20021	46	22	1	5관	2022-09-05	21:31
20022	46	1	1	6관	2022-09-05	16:55
20023	46	1	1	6관	2022-09-05	19:25
20024	46	1	1	6관	2022-09-05	21:55
20025	46	1	1	7관	2022-09-05	15:50
20026	46	1	1	7관	2022-09-05	18:20
20027	46	1	1	7관	2022-09-05	20:50
20028	47	22	2	IMAX	2022-09-05	17:05
20029	47	22	2	IMAX	2022-09-05	19:20
20031	47	22	2	IMAX	2022-09-05	21:35
20032	47	22	1	2관	2022-09-05	16:35
20033	47	22	1	2관	2022-09-05	18:50
20034	47	22	1	2관	2022-09-05	21:05
20035	47	22	1	3관	2022-09-05	15:35
20036	47	22	1	3관	2022-09-05	17:50
20037	47	22	1	3관	2022-09-05	20:05
20038	47	22	1	3관	2022-09-05	22:20
20039	47	22	1	4관	2022-09-05	16:05
20040	47	22	1	4관	2022-09-05	23:31
20041	47	22	1	8관	2022-09-05	15:15
20042	47	22	1	8관	2022-09-05	17:31
20043	47	22	1	8관	2022-09-05	19:45
20044	47	22	1	8관	2022-09-05	22:00
20045	47	22	1	9관	2022-09-05	22:50
20046	47	25	1	7관	2022-09-05	19:10
20047	47	1	5	4관	2022-09-05	18:20
20048	47	1	5	4관	2022-09-05	20:55
20049	47	1	3	4DX	2022-09-05	16:15
20050	47	1	3	4DX	2022-09-05	19:10
20051	47	1	3	4DX	2022-09-05	21:45
20052	47	1	1	2관	2022-09-05	23:31
20053	47	1	1	9관	2022-09-05	15:10
20054	47	1	1	9관	2022-09-05	17:45
20055	47	1	1	9관	2022-09-05	20:20
20056	47	26	1	6관	2022-09-05	18:40
20057	47	4	1	6관	2022-09-05	16:35
20058	47	6	1	7관	2022-09-05	17:00
20059	47	6	1	7관	2022-09-05	23:35
20060	47	3	1	6관	2022-09-05	23:20
20061	47	10	1	6관	2022-09-05	21:00
20062	47	29	1	6관	2022-09-05	21:31
20063	48	22	1	2관	2022-09-05	16:10
20064	48	22	1	2관	2022-09-05	18:20
20065	48	22	1	2관	2022-09-05	20:40
20066	48	22	1	2관	2022-09-05	23:00
20067	48	22	1	3관	2022-09-05	16:50
20068	48	22	1	3관	2022-09-05	19:00
20069	48	22	1	3관	2022-09-05	21:20
20070	48	22	1	4관	2022-09-05	17:40
20071	48	22	1	4관	2022-09-05	19:50
20072	48	22	1	4관	2022-09-05	22:00
20073	48	22	1	5관	2022-09-05	22:31
20074	48	22	1	1관	2022-09-05	15:40
20075	48	22	1	1관	2022-09-05	18:31
20076	48	22	1	1관	2022-09-05	21:10
20077	48	22	1	5관	2022-09-05	17:10
20078	48	22	1	5관	2022-09-05	20:00
20079	49	22	1	1관	2022-09-05	15:50
20080	49	22	1	1관	2022-09-05	18:05
20081	49	22	1	1관	2022-09-05	20:20
20082	49	22	1	1관	2022-09-05	22:35
20083	49	22	1	2관	2022-09-05	17:45
20084	49	22	1	2관	2022-09-05	20:00
20085	49	22	1	2관	2022-09-05	22:15
20086	49	22	1	3관	2022-09-05	16:15
20087	49	22	1	3관	2022-09-05	18:31
20088	49	22	1	3관	2022-09-05	20:45
20089	49	22	1	3관	2022-09-05	23:00
20090	49	22	1	5관	2022-09-05	17:15
20091	49	22	1	5관	2022-09-05	19:31
20092	49	22	1	5관	2022-09-05	21:45
20093	49	22	1	6관	2022-09-05	16:45
20094	49	22	1	6관	2022-09-05	19:00
20095	49	22	1	6관	2022-09-05	21:15
20096	49	1	1	4관	2022-09-05	16:45
20097	49	1	1	4관	2022-09-05	19:20
20098	49	1	1	4관	2022-09-05	21:55
20099	49	1	1	7관	2022-09-05	20:20
20100	49	4	1	7관	2022-09-05	15:55
20101	49	10	1	7관	2022-09-05	18:00
20102	49	10	1	7관	2022-09-05	22:55
20103	50	22	1	1관	2022-09-05	17:40
20104	50	22	1	2관	2022-09-05	17:15
20105	50	22	1	2관	2022-09-05	19:31
20106	50	22	1	2관	2022-09-05	21:45
20107	50	22	1	3관	2022-09-05	16:45
20108	50	22	1	3관	2022-09-05	19:00
20109	50	22	1	3관	2022-09-05	21:15
20110	50	22	1	5관	2022-09-05	15:45
20111	50	22	1	5관	2022-09-05	18:00
20112	50	22	1	5관	2022-09-05	20:15
20113	50	22	1	5관	2022-09-05	22:31
20114	50	22	1	6관	2022-09-05	16:15
20115	50	1	5	1관	2022-09-05	20:00
20116	50	1	5	1관	2022-09-05	22:35
20117	50	1	1	4관	2022-09-05	16:45
20118	50	1	1	4관	2022-09-05	19:20
20119	50	1	1	4관	2022-09-05	21:55
20120	50	1	1	6관	2022-09-05	18:31
20121	50	1	1	6관	2022-09-05	21:05
20122	51	22	1	1관	2022-09-05	15:35
20123	51	22	1	1관	2022-09-05	17:45
20124	51	22	1	1관	2022-09-05	20:00
20125	51	22	1	1관	2022-09-05	22:15
20126	51	22	1	4관	2022-09-05	15:55
20127	51	22	1	4관	2022-09-05	18:10
20128	51	22	1	4관	2022-09-05	20:25
20129	51	22	1	4관	2022-09-05	22:40
20131	51	22	1	5관	2022-09-05	16:25
20132	51	22	1	5관	2022-09-05	20:55
20133	51	22	1	5관	2022-09-05	23:10
20134	51	22	1	6관	2022-09-05	16:55
20135	51	22	1	6관	2022-09-05	19:10
20136	51	22	1	6관	2022-09-05	21:25
20137	51	22	1	6관	2022-09-05	23:40
20138	51	22	1	7관	2022-09-05	19:40
20139	51	22	1	7관	2022-09-05	21:55
20141	51	1	3	4DX	2022-09-05	15:40
20142	51	1	3	4DX	2022-09-05	18:15
20143	51	1	3	4DX	2022-09-05	20:50
20144	51	1	3	4DX	2022-09-05	23:25
20145	51	1	1	2관	2022-09-05	16:45
20146	51	1	1	2관	2022-09-05	19:20
20147	51	1	1	2관	2022-09-05	21:55
20148	51	5	1	7관	2022-09-05	17:25
20149	93	22	1	1관	2022-09-05	18:00
20150	93	22	1	1관	2022-09-05	20:15
20151	93	22	1	3관	2022-09-05	17:31
20152	93	22	1	3관	2022-09-05	19:45
20153	93	22	1	4관	2022-09-05	16:15
20154	93	22	1	4관	2022-09-05	18:31
20155	93	22	1	4관	2022-09-05	20:50
20156	93	22	1	5관	2022-09-05	16:50
20157	93	22	1	5관	2022-09-05	19:05
20158	93	1	1	2관	2022-09-05	20:00
20159	93	1	1	7관	2022-09-05	16:45
20160	93	1	1	7관	2022-09-05	19:20
20161	93	1	1	8관	2022-09-05	18:05
20162	93	1	1	8관	2022-09-05	20:45
20163	93	3	1	6관	2022-09-05	17:45
20164	93	2	1	6관	2022-09-05	20:25
20165	93	8	1	2관	2022-09-05	17:40
20168	94	22	1	2관	2022-09-05	17:35
20169	94	22	1	2관	2022-09-05	19:50
20170	51	22	1	7관	2022-09-05	24:10
20171	94	22	1	3관	2022-09-05	20:40
20172	94	22	1	5관	2022-09-05	18:00
20173	94	22	1	5관	2022-09-05	20:15
20174	94	22	1	5관	2022-09-05	22:31
20175	94	22	1	6관	2022-09-05	16:25
20176	94	22	1	7관	2022-09-05	17:05
20177	94	22	1	7관	2022-09-05	19:20
20178	94	22	1	7관	2022-09-05	21:35
20179	94	1	5	6관	2022-09-05	18:31
20180	94	1	5	6관	2022-09-05	21:10
20181	94	1	1	4관	2022-09-05	16:55
20182	94	1	1	4관	2022-09-05	19:31
20183	94	1	1	4관	2022-09-05	22:10
20184	94	26	1	3관	2022-09-05	18:15
20185	94	4	1	3관	2022-09-05	16:10
20186	94	10	1	3관	2022-09-05	22:50
20187	131	22	1	2관	2022-09-05	18:20
20188	131	22	1	2관	2022-09-05	20:40
20189	131	22	1	3관	2022-09-05	16:40
20190	131	22	1	3관	2022-09-05	19:00
20191	131	22	1	3관	2022-09-05	21:20
20192	131	22	1	4관	2022-09-05	17:31
20193	131	22	1	4관	2022-09-05	19:40
20194	131	22	1	4관	2022-09-05	22:00
20195	131	1	1	1관	2022-09-05	16:31
20196	94	22	1	1관	2022-09-05	18:40
20197	94	22	1	1관	2022-09-05	21:00
20198	131	1	1	5관	2022-09-05	17:40
20199	131	1	1	5관	2022-09-05	20:20
20200	146	22	1	1관	2022-09-05	18:40
20201	146	22	1	1관	2022-09-05	21:00
20202	146	22	1	3관	2022-09-05	17:31
20203	146	22	1	3관	2022-09-05	19:50
20204	146	22	1	4관	2022-09-05	16:50
20205	146	22	1	4관	2022-09-05	19:10
20206	146	22	1	4관	2022-09-05	21:31
20207	146	22	1	5관	2022-09-05	20:31
20208	146	1	1	2관	2022-09-05	17:31
20209	146	1	1	2관	2022-09-05	20:10
20210	146	1	1	6관	2022-09-05	18:50
20211	146	1	1	6관	2022-09-05	21:31
20212	146	10	1	5관	2022-09-05	18:00
20213	159	22	1	1관	2022-09-05	18:00
20214	159	22	1	1관	2022-09-05	20:20
20215	159	22	1	3관	2022-09-05	21:20
20216	159	22	1	4관	2022-09-05	17:00
20217	159	22	1	4관	2022-09-05	19:20
20218	159	22	1	4관	2022-09-05	21:50
20219	159	22	1	5관	2022-09-05	18:31
20220	159	22	1	5관	2022-09-05	20:50
20221	159	22	1	6관	2022-09-05	17:31
20222	159	22	1	6관	2022-09-05	19:50
20223	159	22	1	8관	2022-09-05	18:50
