f_no	u_no	b_no	f_amount	f_quantity
3593	196	62	24246	100
3594	196	69	12359	81
3595	196	51	20889	87
3596	196	54	24958	77
3597	196	44	14085	73
3598	196	52	22560	76
3599	196	64	11903	99
3600	196	42	10752	95
3601	196	70	10416	77
3602	196	65	16261	78
3603	196	74	17533	94
3604	196	75	14024	79
3605	196	38	11054	52
3606	196	41	17798	58
3607	196	71	15522	73
3608	196	45	10139	88
3609	196	57	16964	63
3610	196	68	21945	91
3611	197	58	23924	97
3612	197	57	5053	89
3613	197	41	5317	93
3614	197	67	7804	75
3615	197	56	7797	78
3616	197	36	12453	66
3617	197	39	19801	69
3618	197	59	9233	69
3619	197	75	16328	99
3620	197	72	24293	94
3621	197	66	12134	84
3622	197	71	9700	98
3623	197	35	14926	62
3624	197	74	12302	68
3625	197	77	17729	64
3626	197	63	18926	67
3627	197	47	16332	53
3628	197	44	19263	89
3629	198	68	7609	88
3630	198	63	6484	98
3631	198	79	10703	100
3632	198	36	12430	67
3633	198	48	15962	77
3634	198	66	17664	97
3635	198	62	17804	96
3636	198	37	9675	91
3637	198	61	19080	93
3638	198	60	24722	84
3639	198	46	20341	62
3640	198	55	9161	53
3641	198	44	11165	61
3642	198	67	21920	85
3643	198	75	17270	84
3644	198	54	9728	95
3645	198	64	15287	64
3646	198	53	8239	63
3647	198	74	11173	54
3648	199	53	19043	63
3649	199	78	20715	86
3650	199	51	13674	84
3651	199	72	16151	63
3652	199	35	10161	69
3653	199	79	8257	72
3654	199	70	14632	71
3655	199	48	22023	57
3656	199	63	16236	68
3657	199	44	15935	74
3658	199	58	11109	71
3659	199	75	17021	78
3660	199	59	18709	72
3661	199	49	17576	80
3662	199	43	5495	99
3663	199	60	18116	57
3664	199	74	17980	67
3665	199	41	13216	73
3666	199	80	10415	80
3667	199	45	9500	82
3668	200	52	12041	92
3669	200	71	10724	54
3670	200	40	21941	74
3671	200	78	9297	92
3672	200	68	17378	91
3673	200	56	21442	51
3674	200	54	17832	95
3675	200	63	24659	83
3676	200	51	24910	97
3677	200	75	14386	90
3678	200	58	17155	73
3679	200	73	5850	68
3680	200	43	17642	76
3681	200	57	15226	86
3682	200	38	24495	87
3683	200	35	23002	98
3684	200	67	21872	98
3685	200	72	16007	66
3686	200	74	22634	71
3687	200	66	18863	53
3688	200	47	23342	72
3689	200	50	10511	94
3690	200	53	14613	95
3691	200	39	23505	79
3692	200	79	12199	81
3693	200	45	10122	53
3694	201	56	21761	89
3695	201	69	14926	91
3696	201	66	21403	96
3697	201	44	9975	85
3698	201	67	16515	66
3699	201	75	18089	68
3700	201	45	21342	95
3701	201	49	23554	98
3702	201	74	10324	63
3703	201	62	19163	79
3704	201	50	6020	71
3705	201	52	5942	83
3706	201	78	18498	100
3707	201	40	5719	53
3708	201	72	7958	62
3709	201	54	15504	52
3710	201	57	12969	73
3711	201	73	6389	77
3712	201	41	16276	63
3713	201	46	14532	77
3714	201	80	6083	54
3715	201	36	24719	62
3716	201	77	19349	79
3717	201	42	20939	78
3718	201	37	5455	71
3719	201	71	23861	82
3720	201	68	5867	58
3721	201	53	24297	97
3722	201	43	17965	85
3723	202	80	20754	93
3724	202	62	13878	87
3725	202	35	19264	100
3726	202	67	14041	95
3727	202	69	24286	51
3728	202	56	21404	76
3729	202	37	16072	75
3730	202	74	15403	96
3731	202	76	12645	81
3732	202	65	12113	89
3733	202	40	24082	51
3734	202	55	13730	88
3735	202	44	8992	70
3736	202	45	8069	100
3737	202	51	20160	65
3738	202	50	20647	61
3739	202	41	7611	98
3740	202	60	19124	96
3741	202	75	16056	98
3742	202	61	16705	75
3743	202	57	14305	94
3744	202	48	23353	61
3745	202	49	21448	63
3746	202	72	10147	56
3747	202	63	11911	73
3748	203	55	5666	78
3749	203	69	13745	78
3750	203	49	16701	52
3751	203	65	24179	60
3752	203	71	22028	82
3753	203	74	19280	79
3754	203	66	11888	63
3755	203	42	12153	76
3756	203	80	14365	62
3757	203	73	10522	90
3758	203	62	13102	68
3759	203	67	13578	99
3760	203	50	11065	79
3761	203	63	10907	67
3762	203	48	12765	87
3763	203	75	17148	93
3764	203	44	16852	82
3765	203	57	11547	56
3766	203	53	12588	77
3767	203	46	20881	69
3768	203	43	14747	65
3769	203	58	17222	99
3770	203	54	21231	92
3771	203	60	14219	75
3772	204	64	22320	95
3773	204	59	24863	67
3774	204	53	7531	88
3775	204	47	16198	74
3776	204	68	17838	63
3777	204	57	21724	95
3778	204	43	21130	71
3779	204	42	24717	94
3780	204	44	10011	96
3781	204	52	18908	75
3782	204	73	18473	82
3783	204	70	15436	53
3784	204	78	9849	70
3785	204	49	8787	98
3786	204	61	7873	63
3787	204	48	18755	71
3788	205	38	7150	89
3789	205	42	8025	93
3790	205	49	16762	71
3791	205	74	20522	88
3792	205	37	9468	93
3793	205	43	5078	82
3794	205	60	13842	52
3795	205	44	6713	75
3796	205	46	6037	59
3797	205	53	13144	93
3798	205	80	12704	91
3799	205	51	24936	83
3800	205	64	21331	71
3801	205	41	10586	90
3802	205	61	21273	70
3803	205	57	23196	91
3804	206	38	7422	81
3805	206	42	17469	60
3806	206	39	23353	88
3807	206	51	15005	73
3808	206	69	10824	74
3809	206	54	21032	76
3810	206	57	7226	88
3811	206	70	7160	65
3812	206	78	14414	70
3813	206	55	8844	50
3814	206	43	19715	80
3815	206	72	15089	65
3816	206	76	11724	97
3817	206	74	8990	83
3818	206	37	7334	86
3819	206	64	21128	91
3820	206	53	19571	94
3821	206	58	13255	57
3822	206	48	16099	58
3823	206	40	11256	99
3824	206	45	19696	62
3825	206	61	10974	76
3826	207	73	16372	64
3827	207	59	14112	92
3828	207	54	13222	65
3829	207	58	6265	67
3830	207	56	5948	74
3831	207	64	20150	88
3832	207	53	19295	95
3833	207	36	16291	84
3834	207	79	16318	56
3835	207	71	5535	99
3836	207	69	17608	57
3837	207	49	16043	59
3838	207	60	19852	50
3839	207	39	21188	99
3840	207	41	11254	65
3841	207	52	9227	74
3842	207	40	17906	54
3843	208	54	17261	80
3844	208	37	14743	57
3845	208	45	21986	67
3846	208	71	19528	58
3847	208	75	6492	77
3848	208	39	21433	79
3849	208	67	6359	73
3850	208	48	21898	100
3851	208	55	9362	96
3852	208	73	13577	82
3853	208	58	22562	92
3854	208	59	14564	73
3855	208	62	16118	95
3856	208	76	10404	66
3857	208	38	21216	85
3858	209	53	18727	58
3859	209	76	13395	67
3860	209	39	23684	77
3861	209	43	14943	77
3862	209	46	24842	95
3863	209	67	18374	50
3864	209	68	17542	56
3865	209	40	17241	66
3866	209	61	11126	71
3867	209	62	24055	88
3868	209	63	5676	67
3869	209	38	21636	63
3870	209	55	19487	75
3871	209	65	11510	96
3872	209	56	7831	51
3873	209	80	17845	93
3874	209	70	18330	95
3875	209	52	20047	99
3876	209	50	6395	59
3877	209	78	19931	51
3878	210	41	10522	94
3879	210	45	5172	61
3880	210	50	17140	75
3881	210	62	23629	81
3882	210	68	12746	74
3883	210	40	16899	63
3884	210	70	24382	67
3885	210	51	21487	60
3886	210	55	10704	96
3887	210	75	16120	67
3888	210	43	24676	54
3889	210	38	6544	64
3890	210	36	22657	57
3891	210	71	12320	88
3892	210	79	19589	95
3893	210	57	14476	55
3894	210	60	8598	61
3895	210	44	6924	62
3896	210	80	6724	77
3897	210	47	19140	95
3898	210	69	14155	97
3899	210	74	6279	69
3900	210	76	21229	90
3901	211	63	10711	93
3902	211	46	14402	92
3903	211	56	7459	95
3904	211	67	13311	60
3905	211	80	12200	63
3906	211	49	20250	74
3907	211	66	16866	97
3908	211	51	14692	100
3909	211	35	11855	71
3910	211	61	19640	57
3911	211	36	14016	94
3912	211	39	17450	92
3913	211	74	9624	71
3914	211	60	11902	55
3915	211	70	24978	66
3916	211	57	21997	91
3917	211	53	22752	93
3918	211	62	5618	78
3919	211	38	5852	91
3920	211	78	24090	87
3921	211	40	18868	83
3922	211	75	7864	74
3923	211	52	19469	88
3924	211	42	24398	54
3925	211	41	18510	97
3926	211	68	9076	78
3927	212	59	12022	95
3928	212	77	19166	73
3929	212	44	19182	62
3930	212	48	15484	59
3931	212	55	8036	75
3932	212	72	9488	66
3933	212	61	9295	50
3934	212	71	16950	71
3935	212	80	24998	98
3936	212	37	5516	88
3937	212	64	9946	68
3938	212	56	15735	92
3939	212	66	19985	80
3940	212	57	7625	94
3941	212	41	18747	95
3942	212	63	22730	51
3943	212	67	7644	84
3944	212	51	6092	70
3945	212	69	13892	76
3946	212	78	20361	92
3947	212	42	24794	94
3948	212	53	10463	86
3949	213	39	20870	59
3950	213	40	16449	84
3951	213	68	20996	86
3952	213	69	16176	96
3953	213	56	5730	98
3954	213	80	17298	92
3955	213	38	9722	54
3956	213	51	18614	53
3957	213	78	10872	54
3958	213	54	9027	59
3959	213	66	15132	100
3960	213	53	14761	87
3961	213	65	6351	92
3962	213	41	19445	58
3963	213	46	19810	62
3964	213	47	7333	63
3965	213	59	12133	69
3966	214	39	6419	69
3967	214	45	8508	79
3968	214	37	21452	98
3969	214	48	12890	81
3970	214	56	14650	78
3971	214	36	12198	72
3972	214	54	22052	70
3973	214	53	21781	91
3974	214	74	23483	58
3975	214	35	9140	56
3976	214	69	18941	58
3977	214	70	8099	51
3978	214	80	9081	87
3979	214	62	8140	89
3980	214	65	19930	66
3981	214	75	10562	52
3982	214	50	11389	80
3983	215	45	22218	61
3984	215	36	13487	63
3985	215	55	18662	90
3986	215	53	5070	59
3987	215	72	6063	79
3988	215	61	14229	81
3989	215	70	23459	69
3990	215	42	19089	70
3991	215	67	9629	77
3992	215	44	7469	93
3993	215	63	15238	51
3994	215	37	11680	65
3995	215	68	7578	76
3996	215	78	13332	88
3997	215	41	13509	50
3998	215	75	17448	98
3999	215	58	10991	72
4000	215	64	14737	93
4001	215	80	15694	73
4002	215	48	6611	62
4003	215	56	13580	87
4004	215	46	6589	68
4005	216	52	13296	92
4006	216	56	17471	58
4007	216	36	7749	86
4008	216	69	17911	95
4009	216	39	5563	93
4010	216	64	13223	90
4011	216	74	9210	51
4012	216	77	15743	78
4013	216	46	15508	84
4014	216	47	11295	94
4015	216	78	16400	60
4016	216	35	11416	54
4017	216	37	12984	61
4018	216	61	18851	96
4019	216	70	11345	61
4020	216	43	13486	83
4021	216	72	24534	84
4022	216	38	7424	69
4023	217	49	8069	76
4024	217	36	17825	59
4025	217	54	7902	71
4026	217	57	14329	99
4027	217	64	18867	93
4028	217	59	23131	77
4029	217	76	6602	50
4030	217	53	21987	65
4031	217	72	16601	92
4032	217	39	11487	50
4033	217	38	7059	96
4034	217	69	15404	88
4035	217	41	19084	55
4036	217	78	9120	86
4037	217	43	7108	76
4038	217	52	20940	57
4039	217	47	12426	66
4040	217	75	14879	69
4041	217	71	10527	87
4042	217	60	16458	82
4043	217	46	20848	86
4044	217	45	9648	91
4045	217	80	20331	68
4046	218	49	14076	100
4047	218	80	14281	68
4048	218	55	22263	56
4049	218	35	19028	77
4050	218	40	5299	52
4051	218	61	24912	51
4052	218	38	23435	86
4053	218	63	19883	80
4054	218	65	9370	93
4055	218	69	15159	73
4056	218	53	18108	55
4057	218	58	16726	76
4058	218	57	17226	74
4059	218	64	24781	71
4060	218	51	18523	52
4061	218	44	12467	67
4062	218	66	11919	58
4063	218	76	21263	52
4064	218	70	8921	73
4065	218	62	17602	85
4066	219	68	5154	60
4067	219	44	16847	88
4068	219	52	17740	50
4069	219	39	5707	59
4070	219	43	7736	61
4071	219	60	8342	67
4072	219	67	10137	94
4073	219	51	6363	98
4074	219	37	12776	95
4075	219	65	17456	59
4076	219	55	5735	77
4077	219	76	22744	69
4078	219	66	19846	72
4079	219	42	14466	86
4080	219	47	19403	70
4081	220	56	20130	90
4082	220	45	24400	73
4083	220	74	6908	90
4084	220	54	24528	96
4085	220	36	10794	88
4086	220	62	21515	87
4087	220	39	14546	70
4088	220	44	22611	72
4089	220	37	18474	97
4090	220	53	23832	51
4091	220	78	23030	61
4092	220	55	18026	95
4093	221	60	8019	68
4094	221	63	11741	67
4095	221	80	12409	72
4096	221	61	11263	50
4097	221	73	21461	69
4098	221	58	7903	85
4099	221	75	8595	54
4100	221	64	16376	73
4101	221	70	23370	98
4102	221	49	22505	52
4103	221	47	20260	96
4104	221	54	17124	57
4105	221	68	15609	98
4106	221	44	18771	85
4107	221	48	17439	66
4108	221	45	19788	90
4109	221	43	20506	66
4110	221	46	17902	84
4111	221	55	15956	77
4112	221	67	20939	92
4113	221	36	20134	66
4114	222	64	16161	56
4115	222	49	6891	50
4116	222	60	20691	92
4117	222	42	22867	62
4118	222	74	10319	53
4119	222	80	19926	61
4120	222	38	7164	70
4121	222	37	6704	97
4122	222	53	21491	63
4123	222	72	7360	69
4124	222	66	21828	50
4125	222	35	20759	65
4126	222	48	13723	99
4127	222	54	10745	86
4128	222	44	23361	93
4129	222	40	18331	54
4130	222	70	9308	78
4131	222	52	16461	56
4132	222	76	9340	90
4133	222	65	23687	78
4134	222	67	22543	61
4135	222	46	22362	61
4136	222	58	12749	73
4137	222	61	6043	76
4138	222	41	16714	77
4139	222	63	8647	55
4140	222	73	22300	72
4141	223	66	23378	75
4142	223	80	24015	89
4143	223	57	14275	91
4144	223	40	16898	59
4145	223	74	23332	82
4146	223	56	8409	98
4147	223	36	24104	58
4148	223	53	14553	78
4149	223	62	16223	70
4150	223	69	9344	59
4151	223	41	13551	82
4152	223	78	5587	94
4153	223	60	8229	74
4154	223	72	24954	60
4155	223	39	14354	79
4156	223	73	14318	97
4157	223	67	22019	91
4158	223	64	19551	86
4159	223	77	6183	94
4160	223	38	15064	54
4161	224	64	8059	83
4162	224	60	9713	62
4163	224	59	10570	70
4164	224	75	14348	58
4165	224	41	16379	53
4166	224	47	19189	70
4167	224	65	25000	84
4168	224	51	21616	89
4169	224	67	22516	96
4170	224	55	8847	83
4171	224	35	5305	62
4172	224	46	19588	83
4173	224	73	19516	61
4174	224	49	14030	73
4175	224	58	11615	79
4176	224	77	13344	53
4177	224	44	20838	92
4178	224	52	11609	88
4179	224	63	22252	76
4180	224	70	7416	87
4181	224	54	20833	97
4182	224	76	23180	67
4183	224	42	15217	57
4184	224	45	24635	78
4185	225	64	13967	66
4186	225	47	9506	72
4187	225	73	5198	95
4188	225	44	12791	89
4189	225	56	15557	80
4190	225	46	11945	69
4191	225	59	7443	82
4192	225	79	24951	95
4193	225	58	6126	64
4194	225	40	5601	82
4195	225	51	6872	88
4196	225	61	20324	88
4197	225	37	16168	62
4198	225	68	18550	89
4199	225	72	21396	61
4200	225	39	21417	91
4201	225	80	11982	61
4202	225	36	15026	84
4203	225	62	16772	75
4204	226	56	13629	87
4205	226	69	24212	90
4206	226	76	6193	87
4207	226	49	10350	60
4208	226	58	16451	93
4209	226	59	19662	50
4210	226	44	21601	71
4211	226	38	10962	87
4212	226	66	7064	55
4213	226	48	16778	99
4214	226	57	22486	82
4215	226	63	21756	89
4216	226	35	8986	51
4217	226	80	6051	99
4218	226	68	24169	78
4219	226	75	6092	77
4220	226	50	14122	52
4221	226	72	24701	62
4222	226	36	7177	67
4223	227	74	24999	59
4224	227	39	7295	99
4225	227	47	18199	71
4226	227	70	24218	64
4227	227	60	19492	90
4228	227	73	9935	95
4229	227	61	22615	53
4230	227	44	21433	51
4231	227	40	16092	100
4232	227	67	24127	91
4233	227	58	11584	54
4234	227	76	6182	59
4235	227	36	7790	66
4236	227	53	21990	86
4237	227	64	17087	62
4238	227	51	22925	64
4239	227	80	17676	68
4240	227	56	19432	89
4241	227	48	7376	83
4242	227	52	11507	82
4243	227	41	9273	62
4244	227	79	22773	67
4245	228	39	10056	71
4246	228	73	10132	94
4247	228	41	13610	67
4248	228	63	6047	85
4249	228	64	19054	65
4250	228	44	10274	64
4251	228	79	20303	95
4252	228	60	18626	50
4253	228	58	19766	86
4254	228	78	23280	67
4255	228	43	15416	84
4256	228	69	16395	80
4257	228	57	10615	69
4258	228	47	8245	67
4259	228	46	23846	95
4260	228	62	23047	78
4261	228	37	18246	100
4262	228	76	5609	95
4263	228	42	13529	72
4264	228	40	8636	67
4265	228	74	13874	84
4266	229	71	11699	95
4267	229	72	23692	77
4268	229	63	17200	92
4269	229	67	12400	58
4270	229	48	13653	65
4271	229	42	13903	84
4272	229	55	9726	75
4273	229	74	23820	80
4274	229	35	7661	50
4275	229	78	16757	86
4276	229	53	18294	80
4277	229	61	15299	83
4278	229	40	12253	87
4279	229	37	21400	72
4280	229	50	8747	74
4281	229	66	21680	87
4282	229	73	14682	56
4283	229	54	20879	74
4284	229	51	23973	82
4285	229	52	9684	55
4286	229	76	20778	65
4287	230	69	17269	82
4288	230	47	9665	75
4289	230	73	24080	86
4290	230	37	12186	96
4291	230	44	16851	92
4292	230	35	16644	77
4293	230	49	13662	99
4294	230	38	8869	97
4295	230	70	22440	98
4296	230	75	20347	52
4297	230	40	18753	97
4298	230	39	9919	77
4299	230	52	5919	61
4300	230	80	15535	70
4301	230	64	24065	69
4302	230	61	11780	83
4303	230	65	18991	64
4304	230	54	10574	53
4305	230	59	11276	97
4306	230	60	14782	56
4307	230	62	12221	91
4308	230	77	14716	87
4309	230	42	23254	52
4310	230	36	22284	53
4311	230	78	17938	89
4312	231	62	18623	75
4313	231	79	22638	67
4314	231	37	14888	54
4315	231	72	23610	74
4316	231	47	7812	88
4317	231	45	21216	82
4318	231	42	8593	89
4319	231	54	15495	87
4320	231	43	7721	80
4321	231	57	16852	70
4322	231	68	21121	89
4323	231	77	23485	63
4324	231	36	18828	94
4325	231	40	13609	100
4326	231	67	24564	91
4327	231	64	19145	51
4328	231	39	9585	73
4329	231	50	12137	77
4330	231	51	11478	94
4331	231	58	14019	50
4332	231	35	17073	87
4333	231	75	10042	74
4334	231	52	17512	59
4335	231	46	17322	86
4336	231	80	16068	51
4337	231	71	24422	98
4338	231	65	22467	87
4339	231	76	10095	73
4340	231	59	23743	95
4341	231	49	24361	95
4342	232	77	5958	90
4343	232	73	20391	96
4344	232	61	12551	66
4345	232	76	12247	66
4346	232	68	6810	60
4347	232	66	18339	66
4348	232	67	6556	75
4349	232	44	21150	66
4350	232	50	23196	75
4351	232	37	12234	59
4352	232	51	16316	55
4353	232	75	21483	75
4354	232	49	6275	97
4355	232	65	6863	64
4356	232	63	19763	92
4357	232	80	17111	88
4358	232	55	19198	60
4359	232	48	11147	53
4360	232	41	10571	64
4361	232	62	22732	99
4362	232	64	7683	81
4363	232	47	17384	74
4364	232	57	18764	53
4365	232	45	21153	92
4366	232	46	5541	58
4367	232	74	15881	55
4368	232	35	21643	93
4369	232	39	20101	87
4370	232	69	8575	86
4371	233	76	17709	83
4372	233	37	17872	78
4373	233	66	7497	61
4374	233	77	6545	95
4375	233	78	9419	52
4376	233	61	21747	64
4377	233	58	12853	86
4378	233	38	13814	85
4379	233	75	24826	64
4380	233	46	16654	71
4381	233	35	15927	51
4382	233	42	23220	56
4383	233	60	20389	89
4384	233	56	24657	74
4385	233	40	20382	88
4386	233	74	24338	62
4387	233	70	7550	58
4388	233	71	11356	83
4389	233	36	16906	85
4390	233	44	19166	73
4391	233	69	20819	58
